r,g,b
0.866341636,0.725590477,0.10780915
0.689650493,0.542076918,-0.126473202
0.368393869,0.241782003,-0.471006073
0.850278805,0.725590477,0.066465206
0.529022181,1.059251494,1.802910876
0.031074414,0.008219291,-0.539912648
0.802090311,0.692224376,-0.002441368
0.994844285,0.875737935,0.300747558
0.368393869,0.241782003,-0.443443444
-0.225930885,-0.275392573,-0.856882889
1.830111507,1.626475223,1.430815376
-1.25395208,-1.409840031,-1.063602612
-0.097428235,0.39192946,1.389471431
-0.547187508,1.025885393,0.907125411
1.155472597,1.059251494,0.479904651
1.139409766,1.042568444,0.521248596
0.336268207,1.109300647,0.259403614
0.191702726,0.091634545,-0.484787388
-0.418684859,0.024902342,-0.636381851
0.625399168,0.508710816,-0.140254517
1.235786753,1.142666749,0.548811225
-1.318203405,-1.543304438,-1.573511261
-1.077260937,-1.293058675,-1.463260742
0.753901818,0.608809121,0.011339946
0.529022181,0.458661664,-0.071347943
-1.189700756,-1.309741726,-1.173853131
-1.414580392,-1.610036641,-1.559729946
-0.241993716,0.19173285,1.100063819
-1.125449431,-1.309741726,-1.146290501
0.368393869,0.225098952,-0.429662129
0.223828389,0.158366749,-0.415880814
0.127451401,0.675541325,1.348127487
0.047137246,2.043551494,1.816692191
-1.462768886,-1.610036641,-1.601073891
0.850278805,0.725590477,0.066465206
-0.290182209,-0.041829862,-0.29184898
0.095325739,0.024902342,-0.471006073
-0.675690158,-1.526621387,1.816692191
-0.097428235,0.358563359,1.306783542
1.283975247,1.192715901,0.645280429
0.480833687,0.742273528,1.541065894
0.978781454,0.875737935,0.245622299
0.480833687,0.959153189,1.47215932
-1.093323768,-1.259692574,-1.408135483
0.866341636,0.725590477,0.121590465
0.882404467,0.77563963,0.16293441
0.753901818,0.925787088,1.541065894
1.717671689,1.426278613,-0.567475277
1.026969948,0.909104037,0.314528873
-1.976779483,-2.210626472,0.824437522
-1.591271535,-1.993746811,0.383435447
1.830111507,1.142666749,0.59015517
-1.38245473,-1.543304438,-1.614855206
-0.274119378,0.325197257,1.127626449
0.769964649,0.642175223,-0.002441368
-0.402622028,-0.442223082,0.493685966
1.155472597,-0.191977319,-0.760413685
0.529022181,0.458661664,-0.071347943
0.063200077,-0.108562065,-0.719069741
-1.751899847,-1.943697658,-1.669980465
-0.450810521,-0.692468845,-0.705288426
0.609336337,0.475344715,-0.140254517
-1.1093866,-0.825933251,1.293002227
0.753901818,0.608809121,0.011339946
1.701608857,1.37622946,-0.429662129
0.223828389,0.091634545,-0.567475277
0.721776155,0.592126071,-0.043785313
0.609336337,-0.759201048,0.576373855
1.910425663,1.659841325,1.44459669
0.255954051,0.108317596,-0.443443444
0.914530129,0.77563963,0.16293441
0.223828389,0.074951494,-0.374536869
0.946655792,0.842371833,0.121590465
1.010907116,0.959153189,0.521248596
0.834215973,0.725590477,0.121590465
0.448708025,-0.175294268,-0.305630295
0.159577064,-0.191977319,0.13537178
-0.691752989,-1.359790879,1.086282504
0.850278805,0.708907427,0.10780915
-1.767962678,-1.97706376,-1.559729946
-1.157575093,-1.259692574,-1.408135483
-0.322307872,0.425295562,1.403252746
0.834215973,0.692224376,0.080246521
0.207765557,0.608809121,1.361908801
0.834215973,0.725590477,0.038902576
0.545085012,0.725590477,1.430815376
-1.38245473,-0.809250201,0.16293441
-0.258056547,-0.458906133,-0.925789463
-1.029072444,-1.77686715,1.554847209
0.047137246,0.008219291,-0.484787388
-1.832214003,-1.97706376,-1.62863652
-0.065302573,-0.141928167,-0.677725796
1.219723922,1.109300647,1.04493856
-1.093323768,-1.226326472,-1.380572853
0.207765557,0.074951494,-0.512350018
1.235786753,0.358563359,-1.036039982
1.283975247,1.409595562,1.789129562
0.079262908,0.508710816,1.320564857
-1.92859099,-2.143894268,-1.697543095
1.990739819,1.776622681,1.361908801
1.219723922,1.125983698,0.535029911
-0.563250339,-0.725834946,-1.242759705
0.769964649,0.658858274,-0.016222683
0.272016882,0.141683698,-0.526131333
0.561147843,0.425295562,-0.264286351
1.219723922,1.125983698,0.535029911
0.641461999,0.558759969,0.052683891
0.51295935,0.475344715,0.025121261
1.091221272,0.97583624,0.452342021
0.031074414,-0.091879014,0.052683891
0.191702726,0.125000647,-0.457224758
0.802090311,0.675541325,0.025121261
-0.70781582,-1.426523082,1.155189079
1.219723922,1.109300647,0.56259254
0.545085012,0.77563963,1.52728458
1.203661091,1.242765054,1.747785617
-0.788129976,-0.959397658,-0.939570778
1.171535428,1.092617596,0.479904651
0.802090311,0.692224376,0.011339946
1.717671689,1.37622946,-0.663944481
-0.884506963,-0.20866037,0.755530948
-1.173637924,-1.359790879,-1.518386002
0.914530129,0.792322681,0.314528873
0.753901818,0.608809121,0.011339946
-1.077260937,-0.559004438,0.342091503
0.625399168,0.492027766,-0.126473202
-1.944653821,-2.210626472,0.838218837
-1.960716652,-2.193943421,-1.601073891
0.223828389,0.091634545,-0.595037907
1.283975247,1.192715901,0.645280429
0.78602748,0.725590477,0.011339946
-1.92859099,-2.127211218,-1.62863652
0.51295935,0.492027766,-0.002441368
0.255954051,0.175049799,-0.305630295
0.802090311,0.675541325,0.025121261
0.65752483,0.558759969,0.038902576
0.416582363,0.942470138,1.789129562
-0.900569794,-1.042812913,-1.339228909
1.235786753,1.142666749,0.548811225
-1.125449431,-1.209643421,-1.311666279
-1.623397197,-1.826916302,-1.518386002
0.641461999,-0.742517997,0.314528873
-1.832214003,0.97583624,1.747785617
-1.960716652,-2.127211218,-1.697543095
1.187598259,1.075934545,0.535029911
0.480833687,0.658858274,1.375690116
0.625399168,0.458661664,-0.154035832
-1.318203405,-1.526621387,-1.545948631
0.673587662,0.57544302,-0.057566628
-1.205763587,-1.376473929,-1.20141576
0.593273506,0.558759969,0.011339946
1.171535428,1.092617596,0.479904651
0.625399168,0.508710816,-0.140254517
-1.976779483,-2.17726037,-1.697543095
-1.80008834,-1.97706376,-1.642417835
-1.061198106,-1.793550201,1.513503265
1.203661091,1.342863359,1.348127487
-0.30624504,-0.458906133,-1.049821297
-1.816151172,-2.010429862,-1.697543095
1.171535428,1.259448105,1.306783542
-1.045135275,-1.142911218,-1.380572853
-0.225930885,0.275148105,1.155189079
-0.274119378,-0.358807828,-0.843101574
0.529022181,0.37524641,-0.264286351
0.625399168,0.525393867,-0.098910572
-1.719774185,-1.960380709,-1.68376178
-0.98088395,-1.092862065,-1.311666279
0.609336337,0.492027766,-0.154035832
0.127451401,0.992519291,0.10780915
1.187598259,1.092617596,0.507467281
-0.531124677,-0.709151896,-1.20141576
-0.113491066,0.39192946,1.334346172
0.850278805,0.708907427,0.094027835
1.267912415,1.35954641,1.802910876
0.047137246,-0.00846376,-0.443443444
1.171535428,1.059251494,0.535029911
0.737838986,0.875737935,1.568628524
-1.077260937,-1.226326472,-1.435698113
-1.141512262,-1.293058675,-1.408135483
-0.241993716,-0.442223082,-0.912008148
-0.563250339,-0.725834946,-1.160071816
-1.125449431,-1.176277319,-1.297884964
1.075158441,0.942470138,0.521248596
-1.334266236,-0.458906133,0.355872818
-1.221826418,-1.409840031,-1.311666279
1.171535428,1.075934545,0.493685966
-1.125449431,-1.226326472,-1.380572853
-0.43474769,-1.943697658,-1.642417835
1.043032779,0.925787088,0.342091503
-0.065302573,0.358563359,1.293002227
-0.145616729,0.358563359,1.417034061
-1.141512262,-1.293058675,-1.477042057
1.203661091,1.092617596,0.548811225
0.448708025,0.39192946,-0.167817147
1.219723922,1.109300647,0.493685966
-1.38245473,-1.559987489,-1.573511261
1.155472597,-0.025146811,1.003594615
-1.960716652,-2.193943421,-1.68376178
-1.767962678,-1.97706376,-1.697543095
-1.205763587,-0.141928167,-0.154035832
-0.852381301,-0.659102743,0.286966243
0.545085012,0.458661664,-0.181598462
-0.659627327,-0.625736641,0.13537178
1.187598259,1.075934545,0.548811225
0.753901818,0.158366749,0.025121261
0.802090311,0.792322681,1.623753783
0.625399168,0.492027766,-0.126473202
0.898467298,0.658858274,0.218059669
0.946655792,0.825688782,0.149153095
1.235786753,1.125983698,0.576373855
-0.739941482,-0.926031557,-1.049821297
0.866341636,0.725590477,0.121590465
0.673587662,0.842371833,1.554847209
0.609336337,0.842371833,1.582409839
0.866341636,0.77563963,0.13537178
1.171535428,1.092617596,0.479904651
1.573106208,0.325197257,-0.539912648
0.769964649,0.658858274,-0.030003998
0.625399168,0.542076918,-0.112691887
-1.607334366,-1.543304438,-1.435698113
0.207765557,0.108317596,-0.471006073
0.015011583,0.458661664,1.251658283
1.171535428,1.109300647,0.507467281
-0.049239742,-0.041829862,-0.31941161
0.930592961,0.825688782,0.121590465
0.448708025,0.592126071,1.389471431
0.191702726,0.058268443,-0.622600537
0.368393869,-0.275392573,-0.360755555
-0.820255638,-0.842616302,-0.016222683
-0.70781582,-0.842616302,-1.104946556
-1.125449431,-1.226326472,-1.380572853
-1.1093866,-1.326424777,-1.077383927
0.529022181,0.492027766,0.038902576
0.432645194,0.408612511,-0.154035832
-0.193805222,-0.325441726,-0.140254517
-0.466873352,0.241782003,1.334346172
-1.543083042,-1.610036641,-1.297884964
-0.691752989,-0.308758675,0.920906726
-0.515061846,0.091634545,1.320564857
1.043032779,-0.692468845,-0.085129258
0.191702726,0.008219291,-0.429662129
-1.141512262,-1.293058675,-1.380572853
-0.43474769,0.241782003,1.293002227
-0.274119378,-0.125245116,1.44459669
0.545085012,0.492027766,-0.002441368
-1.639460029,-1.860282404,-1.518386002
0.625399168,0.525393867,-0.098910572
0.930592961,0.825688782,0.204278354
2.022865481,2.043551494,0.783093578
0.818153142,0.642175223,0.038902576
0.65752483,0.525393867,-0.181598462
-0.643564495,-0.191977319,0.852000152
-1.687648522,-1.927014607,-1.65619915
-1.045135275,-0.091879014,-1.118727871
-1.157575093,-1.259692574,-1.394354168
-0.338370703,0.091634545,1.01737593
0.673587662,0.508710816,-0.126473202
1.187598259,1.075934545,0.535029911
-1.65552286,-1.810233252,-1.669980465
-0.001051248,0.475344715,1.403252746
0.625399168,0.508710816,-0.154035832
0.320205376,0.258465054,-0.415880814
0.545085012,0.492027766,-0.002441368
-1.157575093,-1.309741726,-1.421916798
-1.784025509,-1.993746811,-1.697543095
0.577210675,0.525393867,-0.112691887
-1.125449431,-1.526621387,0.907125411
0.882404467,0.792322681,0.121590465
0.65752483,0.825688782,1.541065894
1.283975247,1.192715901,0.645280429
-1.189700756,-1.326424777,-1.463260742
-0.852381301,-1.259692574,1.306783542
-1.880402496,-2.093845116,-1.545948631
-0.418684859,-0.542321387,-0.870664204
-0.049239742,0.458661664,1.251658283
-1.494894548,-1.97706376,0.10780915
-0.450810521,0.091634545,1.07250119
-1.205763587,-0.525638336,0.56259254
0.705713324,0.592126071,-0.071347943
0.753901818,0.592126071,-0.057566628
-0.145616729,0.308514206,1.389471431
-0.081365404,0.408612511,1.320564857
0.609336337,0.475344715,-0.140254517
-1.687648522,-1.142911218,-1.049821297
-1.38245473,-2.210626472,-1.697543095
1.155472597,1.059251494,0.479904651
0.850278805,0.725590477,0.176715725
-0.43474769,0.091634545,0.920906726
-1.848276834,-2.17726037,-1.697543095
1.187598259,1.075934545,0.548811225
0.095325739,0.024902342,-0.388318184
-1.205763587,-1.409840031,-1.049821297
1.219723922,1.125983698,0.535029911
-0.916632625,-0.759201048,0.121590465
-1.205763587,-1.376473929,-1.504604687
0.818153142,0.708907427,0.838218837
1.171535428,1.092617596,0.479904651
-0.868444132,0.325197257,-0.057566628
-0.884506963,-1.009446811,-1.339228909
0.898467298,0.825688782,0.231840984
-0.274119378,0.37524641,1.293002227
-1.591271535,-1.743501048,-1.477042057
-0.852381301,-1.042812913,-1.284103649
0.095325739,0.37524641,-0.967133408
-1.992842315,-2.17726037,-1.697543095
1.749797351,1.476327766,1.320564857
1.171535428,1.075934545,0.493685966
1.187598259,1.075934545,0.535029911
0.673587662,0.642175223,0.576373855
0.962718623,0.842371833,0.273184928
-1.157575093,-0.59237054,0.286966243
0.962718623,0.875737935,0.218059669
2.087116806,-0.275392573,1.734004302
0.834215973,0.675541325,0.025121261
-0.017114079,0.475344715,1.320564857
0.015011583,-0.091879014,-0.388318184
1.123346935,1.025885393,0.452342021
1.219723922,1.125983698,0.535029911
0.641461999,0.508710816,-0.195379776
-1.92859099,-2.143894268,-1.697543095
1.219723922,1.125983698,0.535029911
-1.157575093,-0.308758675,0.783093578
0.78602748,0.625492172,0.080246521
1.300038078,1.209398952,0.659061744
1.171535428,1.059251494,0.535029911
-0.017114079,0.692224376,-1.146290501
-0.466873352,-1.710134946,-1.545948631
0.802090311,0.675541325,0.025121261
-1.157575093,-1.309741726,-1.490823372
0.802090311,0.658858274,0.052683891
0.78602748,0.675541325,-0.002441368
-1.735837016,0.792322681,-1.449479427
1.171535428,1.059251494,0.535029911
-1.125449431,-1.276375624,-1.394354168
-1.093323768,-1.243009523,-1.449479427
0.721776155,0.625492172,0.452342021
0.063200077,-0.058512912,0.080246521
-0.900569794,-1.042812913,-1.339228909
-1.350329067,-1.459889184,-1.559729946
-1.960716652,-2.193943421,-1.697543095
-1.125449431,-1.276375624,-1.366791538
-0.450810521,0.291831155,1.375690116
0.223828389,0.692224376,1.568628524
0.288079713,0.225098952,-0.305630295
0.23989122,0.859054884,1.720222987
-1.398517561,-0.99276376,-1.049821297
0.625399168,0.508710816,-0.140254517
-0.129553897,0.425295562,1.100063819
-0.948758288,-1.092862065,-1.380572853
0.272016882,0.675541325,1.554847209
0.609336337,0.492027766,-0.154035832
0.641461999,0.508710816,-0.112691887
-1.478831717,-1.676768845,-1.614855206
0.753901818,0.642175223,-0.030003998
-1.173637924,-1.409840031,-1.187634445
-1.543083042,-1.159594268,-1.160071816
1.235786753,1.142666749,0.548811225
0.015011583,-0.725834946,-1.325447594
-1.559145873,-1.693451896,-1.62863652
-0.322307872,-0.40885698,-0.884445519
2.087116806,2.043551494,1.816692191
-0.145616729,0.408612511,1.417034061
-0.241993716,0.458661664,-1.339228909
0.689650493,0.608809121,-0.057566628
0.689650493,0.57544302,-0.098910572
-0.900569794,-1.026129862,-1.353010224
0.721776155,0.608809121,-0.071347943
0.850278805,0.708907427,0.10780915
-1.093323768,-0.892665455,0.286966243
-0.932695457,-0.79256715,0.314528873
1.171535428,1.059251494,0.521248596
0.11138857,0.058268443,-0.402099499
1.846174338,1.893404037,1.761566932
-0.659627327,-0.859299353,-0.870664204
-1.125449431,-1.226326472,-1.380572853
-1.029072444,-0.525638336,0.410998077
1.219723922,1.109300647,0.56259254
0.78602748,0.658858274,0.011339946
0.737838986,0.625492172,0.176715725
0.079262908,0.642175223,1.334346172
-1.944653821,-2.17726037,-1.68376178
-0.065302573,0.39192946,1.389471431
-0.515061846,1.092617596,0.9898133
-0.290182209,-0.442223082,-1.036039982
0.561147843,0.508710816,0.011339946
0.641461999,0.525393867,-0.126473202
1.669483195,1.242765054,1.07250119
0.753901818,0.608809121,0.011339946
-0.595376002,-0.759201048,-1.270322334
0.641461999,0.525393867,-0.140254517
-0.177742391,0.275148105,1.265439597
0.368393869,0.108317596,1.47215932
0.464770856,0.425295562,-0.085129258
1.283975247,1.192715901,0.645280429
0.914530129,0.77563963,0.16293441
0.51295935,0.992519291,1.720222987
-0.16167956,0.258465054,1.293002227
0.577210675,0.441978613,-0.071347943
0.78602748,0.692224376,0.066465206
-0.16167956,0.625492172,1.485940635
1.412477896,1.543059969,1.485940635
1.026969948,1.226082003,1.816692191
-1.430643223,-1.243009523,-1.22897839
-0.017114079,-2.210626472,0.025121261
0.255954051,0.125000647,-0.567475277
0.063200077,-0.058512912,0.824437522
-0.772067145,-0.942714607,-1.339228909
-0.065302573,0.308514206,1.361908801
-0.70781582,-0.742517997,0.10780915
0.320205376,0.19173285,-0.484787388
0.850278805,0.708907427,0.094027835
0.850278805,0.725590477,0.066465206
0.834215973,0.708907427,0.052683891
0.802090311,0.758956579,0.066465206
-0.129553897,0.408612511,1.182751708
-0.129553897,-0.275392573,-0.898226834
-1.157575093,-1.276375624,-1.463260742
-1.189700756,-1.326424777,-1.463260742
-0.193805222,-0.308758675,-0.677725796
-0.370496365,0.258465054,1.403252746
-1.013009613,-0.725834946,0.218059669
0.850278805,0.725590477,0.066465206
0.898467298,0.809005732,0.13537178
-1.703711353,-1.876965455,-1.545948631
0.898467298,0.77563963,0.204278354
-0.450810521,0.024902342,1.168970394
0.818153142,0.658858274,-0.002441368
0.625399168,0.492027766,-0.126473202
-1.767962678,-0.125245116,-1.601073891
-0.547187508,0.041585393,1.320564857
-1.92859099,-2.17726037,-1.697543095
-1.318203405,-1.526621387,-1.559729946
0.336268207,-0.342124777,-1.063602612
0.721776155,0.809005732,1.513503265
-0.996946781,-1.142911218,-1.421916798
-1.671585691,-1.943697658,-0.209161091
-1.912528159,-2.127211218,-1.68376178
-0.916632625,-0.875982404,0.066465206
0.400519532,0.341880308,-0.222942406
-1.543083042,-1.793550201,-1.68376178
0.673587662,0.508710816,-0.126473202
-1.173637924,-0.559004438,0.383435447
1.171535428,1.075934545,0.493685966
0.946655792,0.875737935,0.245622299
-1.270014911,-0.442223082,0.507467281
0.272016882,0.77563963,1.458378005
-0.788129976,-0.892665455,-1.284103649
0.51295935,0.475344715,0.038902576
0.496896519,0.39192946,-0.043785313
0.834215973,0.692224376,0.824437522
0.769964649,0.909104037,1.609972469
0.737838986,0.708907427,0.038902576
-1.093323768,-0.292075624,0.700405689
0.095325739,0.525393867,1.334346172
0.641461999,0.525393867,-0.126473202
-1.510957379,-1.710134946,-1.669980465
0.753901818,0.625492172,-0.016222683
0.320205376,0.141683698,-0.429662129
0.962718623,0.792322681,0.16293441
1.219723922,1.125983698,0.535029911
0.207765557,0.875737935,1.789129562
-0.772067145,-0.809250201,0.052683891
-1.607334366,-1.743501048,-1.518386002
-0.756004314,-0.825933251,0.066465206
-1.960716652,-1.843599353,0.383435447
0.3844567,0.341880308,1.210314338
-1.671585691,-1.893648506,-1.68376178
0.223828389,0.19173285,-0.415880814
0.272016882,0.141683698,-0.526131333
-0.386559196,0.241782003,1.389471431
-1.751899847,-2.093845116,0.893344097
-0.916632625,-1.059495963,-1.353010224
-1.832214003,-2.060479014,-1.697543095
-1.494894548,-1.643402743,-1.62863652
-0.322307872,-0.40885698,0.548811225
-1.093323768,-0.191977319,0.865781467
0.898467298,0.77563963,0.10780915
0.850278805,0.708907427,0.10780915
-1.061198106,-0.225343421,0.852000152
-0.386559196,1.55974302,1.706441673
0.3844567,0.325197257,-0.236723721
-0.001051248,-0.00846376,-0.498568703
0.737838986,0.642175223,0.025121261
0.78602748,0.742273528,0.121590465
1.203661091,1.092617596,0.548811225
1.107284104,0.992519291,0.383435447
0.207765557,0.408612511,-1.449479427
-0.225930885,0.325197257,1.265439597
0.673587662,0.525393867,-0.140254517
-1.093323768,-0.59237054,0.355872818
0.480833687,0.992519291,1.802910876
-0.466873352,0.125000647,1.210314338
-1.494894548,-1.676768845,-1.587292576
0.593273506,0.458661664,-0.043785313
0.432645194,0.37524641,-0.181598462
0.866341636,0.742273528,0.080246521
0.753901818,0.909104037,1.513503265
0.818153142,0.675541325,0.066465206
0.866341636,0.742273528,0.080246521
-0.017114079,0.525393867,1.279220912
-0.43474769,0.225098952,1.306783542
-1.334266236,-1.509938336,-1.532167317
-1.205763587,-1.343107828,-1.477042057
-1.1093866,-0.375490879,0.466123336
0.432645194,0.291831155,-0.374536869
-0.290182209,0.241782003,1.361908801
0.031074414,0.008219291,-0.539912648
-1.559145873,-1.443206133,-1.380572853
-0.209868053,0.308514206,1.100063819
0.127451401,0.008219291,0.879562782
0.593273506,0.658858274,0.080246521
-1.1093866,-0.292075624,0.659061744
-0.418684859,0.208415901,1.361908801
-1.767962678,-1.993746811,-1.65619915
-2.008905146,-2.210626472,0.645280429
-0.322307872,-0.40885698,-0.898226834
0.769964649,0.658858274,-0.016222683
0.962718623,0.842371833,0.16293441
-1.880402496,-2.093845116,-1.65619915
-0.145616729,0.325197257,1.224095653
1.123346935,0.97583624,0.452342021
-1.976779483,-2.210626472,-1.697543095
-0.129553897,0.341880308,1.155189079
-1.045135275,-0.442223082,0.424779392
1.974676987,1.96013624,1.747785617
-1.687648522,-1.876965455,-1.642417835
-1.157575093,-1.326424777,-0.967133408
-0.466873352,-0.642419692,-0.870664204
-1.205763587,-1.376473929,-1.559729946
-0.290182209,0.024902342,0.838218837
1.171535428,1.092617596,0.479904651
0.432645194,0.341880308,0.466123336
0.047137246,-0.075195963,0.066465206
0.625399168,0.525393867,-0.098910572
-0.964821119,-0.809250201,-1.077383927
-1.751899847,-1.97706376,-1.65619915
0.898467298,0.77563963,0.204278354
-1.141512262,-1.293058675,-1.408135483
0.898467298,0.708907427,0.231840984
-0.370496365,1.209398952,1.058719875
0.914530129,0.77563963,0.16293441
0.994844285,0.892420986,0.176715725
-0.322307872,-0.392173929,-0.912008148
0.545085012,0.675541325,1.403252746
0.65752483,0.542076918,-0.126473202
-2.008905146,-2.210626472,-1.697543095
-0.756004314,-0.775884099,-0.002441368
-1.173637924,-1.326424777,-1.435698113
0.753901818,0.892420986,1.596191154
-1.446706054,-1.693451896,-1.601073891
-1.045135275,-1.209643421,-1.421916798
-2.008905146,-2.193943421,-1.68376178
