RHOB,GR,NPHI,PEF,DTC
-1.632934138,-0.219603115,0.9876690209730414,-1.276811418,0.8432832370555232
-1.419573096,-0.261601105,1.1241161904646197,-1.256058196,0.8454832090322791
-1.327239937,-0.218628438,1.1603990224690057,-1.265725007,0.8472072397982879
-1.353022923,-0.100662413,0.9152442325814164,-1.279536977,0.8450127904523325
-1.389144122,-0.053054162,0.6069525621890214,-1.286996439,0.8432882575990671
-1.404382301,-0.17077167,0.36407618074070597,-1.29066,0.8432837391427798
-1.414512025,-0.341390027,0.48134121399205915,-1.27569987,0.8475732321253907
-1.432309881,-0.358984733,0.7042454458367952,-1.264111258,0.8468638394236002
-1.414567464,-0.327369605,0.9817929445287684,-1.274561618,0.8432877555118107
-1.392330687,-0.132812721,1.1413984390517864,-1.30033954,0.8432842412300362
-1.44370665,-0.154397479,1.1770638184704452,-1.317559771,0.8411871892443548
-1.502658819,-0.064604723,1.2435911217779874,-1.300113635,0.8435498243313692
-1.513054366,-0.039614846,1.1629052284334929,-1.282986771,0.8409396796391503
-1.440324389,0.10237556325147842,1.1303134101553745,-1.281339953,0.8416330071938393
-1.391632249,0.002120848,1.039295677497813,-1.301861365,0.8410024356108946
-1.425126012,-0.057589089,1.051374111533982,-1.315004543,0.8395424816844491
-1.500229448,-0.08894256,1.0137476142150634,-1.307534123,0.8432852454045493
-1.508947606,0.019263299048545898,0.8266676207785117,-1.295355782,0.8432867513372977
-1.428690227,-0.013080541,0.5874910310226329,-1.279873768,0.8392452697181264
-1.298265648,-0.095267244,0.5802967661270925,-1.255042902,0.839458138
-1.221780024,-0.256421411,0.8810843752942051,-1.235307599,0.8432857474918067
-1.227465615,-0.288849068,1.128371988261209,-1.211915755,0.8432862492500411
-1.242551218,-0.31101085,1.2045177636242523,-1.211233053,0.8393260995150212
-1.247325617,-0.265941097,0.933722849,-1.208417473,0.8393778102251647
-1.194151911,-0.318443783,0.8649924998100014,-1.192978501,0.8432862492500411
-1.210981714,-0.490866951,1.0241680895066854,-1.181230581,0.8413398115965475
-1.218597724,-0.581511784,1.2262711916571838,-1.195087102,0.8393642548563024
-1.213254245,-0.514962395,1.131638236,-1.211769307,0.8412665127794801
-1.18747884,-0.46111417,0.9349234988315627,-1.233817071,0.8432852454045493
-1.302647708,-0.370789551,0.7096316702460449,-1.264117885,0.8394726971491561
-1.567356283,-0.430379823,0.608445239,-1.3133095,0.8392307105037733
-1.870325911,-0.390769664,0.6191380444529423,-1.367761627,0.8432867513372977
-1.982439941,-0.454784383,0.7796945528393685,-1.387513071,0.8432852454045493
-1.964973772,-0.410540681,1.009836081656866,-1.41461493,0.8395565391405679
-1.904807628,-0.402117252,0.9608291024191461,-1.471808887,0.8391468685123614
-2.058602406,-0.495592731,0.9322361674841091,-1.510467273,0.8432872534245541
-2.297722742,-0.575834163,1.0297889634127775,-1.491499378,0.8432847433172928
-2.327014504,-0.583952942,1.2933551440249083,-1.431459789,0.8396373689374627
-2.173469439,-0.437268519,1.3902523783941703,-1.396309265,0.8390665408027241
-2.004216621,-0.395772028,1.4308226947923968,-1.403962285,0.8432877555118107
-1.91137835,-0.375880197,1.288109794514418,-1.388615171,0.8396750225205094
-1.883533218,-0.375319758,1.1338027454573372,-1.379292434,0.8390032830727445
-1.764203572,-0.25053227,0.9002395353982795,-1.351502559,0.8432882575990671
-1.74907248,-0.252633056,0.782384026,-1.386393781,0.8432837391427798
-1.78842905,-0.218527909,0.7564912675810084,-1.382514092,0.8397839665715976
-1.898214636,-0.316743074,0.6200899146332074,-1.388035743,0.8389194410813318
-1.939751338,-0.370121311,0.5319447062111362,-1.313996335,0.8432887596863237
-1.867566749,-0.529168312,0.8885152156811297,-1.266841148,0.8432832370555232
-1.653170842,-0.631416395,1.2332669893166333,-1.279594257,0.8398678085630094
-1.52931888,-0.640767936,1.3581118735821955,-1.308600923,0.838835599
-1.51206736,-0.62991381,1.1589367472123786,-1.320646463,0.8432892617735802
-1.595899853,-0.637977987,1.0022909143489065,-1.339187481,0.841581296
-1.594859303,-0.668218744,1.1175721351481296,-1.384764088,0.8410089624162089
-1.662921969,-0.70026495,1.2996337202825479,-1.413215932,0.8416023825033625
-1.771937568,-0.747867971,1.546684543678955,-1.413364151,0.8393597367290371
-1.892951236,-0.812222806,1.8036540011775761,-1.418074631,0.8377295887125067
-1.932852246,-0.774570931,1.739333170664621,-1.44563801,0.8354377423352992
-2.030141284,-0.595125496,1.5919003122158966,-1.465553356,0.835446779
-2.105931786,-0.439624966,1.337702111582185,-1.420042033,0.8386498416109689
-2.00657918,-0.293084576,1.249116936610711,-1.335365662,0.8400947339067826
-1.831772972,-0.311315628,1.1506585152039839,-1.302350903,0.8354367381607862
-1.657957087,-0.320631576,1.211809013587704,-1.324774497,0.8354472810061085
-1.698009252,-0.27364028,1.0907818872822548,-1.355627247,0.8385659996195561
-1.668644045,-0.102035254,1.0150407532431072,-1.317593955,0.840176066
-1.677791502,-0.046115712,0.8080725357204324,-1.098974209,0.8354362360735297
-1.670329016,-0.147672463,0.8957281069050812,-0.85958661,0.835447783
-1.692514144,-0.313197112,1.0167308260249481,-0.422699723,0.8369413742338262
-1.669338693,-0.306896284,1.1677288095645624,0.33156583875530077,0.8393582304672675
-1.616639299,-0.28280403,0.9838859460007907,1.2537283236036785,0.8393702795743603
-1.587337587,-0.25160837,1.0064422335867007,1.720013323335409,0.8363670318173132
-1.645154913,-0.167778748,0.7503582766832275,1.4093261130802606,0.834498914
-1.712397364,-0.102246646,0.6807201602967098,0.8063826122001647,0.8393572262927546
-1.589023505,-0.066497178,0.6931822544570075,0.2038847539866081,0.8393707816616167
-1.595484296,-0.033679905,0.7940822255952068,-0.424802222,0.8364473595269516
-1.612683693,-0.056542205,0.7844269283229265,-0.874196892,0.8344200920765631
-1.606176941,-0.072956837,0.6899044459415916,-1.079920952,0.839356724
-1.592220021,-0.136779937,0.8264089929729028,-1.079289953,0.8393712837488733
-1.608317744,-0.153843036,1.0714610169354115,-1.042880383,0.8379238810167771
-1.629561828,-0.265179216,1.189288266024901,-1.034198355,0.8368193765721113
-1.629081356,-0.454975874,1.427463529710096,-1.059496975,0.8379444649491872
-1.678234067,-0.583112347,1.7320641863762234,-0.943879211,0.8354342277245028
-1.822894183,-0.555901508,1.623868256,-0.582430205,0.8354497914423911
-1.961700495,-0.393830456,1.273636055448983,-0.07974528,0.8381568310786063
-1.954328038,-0.278280839,0.8232938975912567,0.091554983,0.8405892507009137
-1.773289903,-0.327970485,0.6321011227674035,-0.211662989,0.8354337259662683
-1.574752905,-0.366689401,0.5615946335596482,-0.538514325,0.8354502935296485
-1.46807191,-0.307488745,0.5271898509733121,-0.643240876,0.8380729890871945
-1.520736713,-0.195087565,0.4287462017507529,-0.526449692,0.8406730926923255
-1.655125901,0.002176089,0.4481653423591787,-0.354721764,0.8354332238790119
-1.816979254,0.18346435208636785,0.46659150526788934,-0.222505779,0.8354507952878829
-1.933029462,0.2930065650721631,0.6849327112184789,-0.198348561,0.8367129426282844
-2.019545777,0.20503048404217686,0.8916512922625427,0.015183955618505105,0.8393732917688772
-2.04632335,-0.100406624,1.2690449830226125,0.2670282251567147,0.8380785117179949
-2.010839938,-0.169269468,1.5906752554066825,0.055871551,0.8354322197044989
-1.864584881,-0.135241376,1.3715189873879026,-0.311726039,0.8354517994623959
-1.678712644,-0.003797763,1.0815029707224328,-0.442476888,0.8378877336954998
-1.56607597,0.065979415,0.9096109413625126,-0.192938123,0.8408588501712776
-1.56030035,-0.020670647,1.0580222172508391,0.1040744448029929,0.8366230762478369
-1.573200609,0.023995840678126268,0.9221698065115062,0.085256672,0.8357470034087138
-1.579270009,-0.048040317,0.7505312656192802,-0.137585131,0.8299588987420976
-1.575115391,0.045907574697391255,0.9440118698046063,-0.329791888,0.8354528036369089
-1.618061763,0.1490689703117632,1.1417354263152812,-0.424674802,0.8354312155299858
-1.687241741,0.3011206235383294,1.2908078312593565,-0.459458156,0.8331378628910079
-1.720118566,0.3174138039339823,1.0874621163673042,-0.500523025,0.8298770650997118
-1.690890773,0.30415998278952183,1.0040246628823815,-0.59631179,0.8354533057241654
-1.601783982,0.22606590180746156,0.7680310366477646,-0.784248723,0.8342895595895298
-1.519486253,0.2824096317727375,0.6642253561223239,-0.926856607,0.8315077148744776
-1.470504598,0.3446940436055618,0.7053822948258825,-0.932215341,0.8337428299979978
-1.47844803,0.32280514557790546,0.8687408903576136,-0.825608063,0.8371642832085685
-1.512130855,0.3009165026881022,0.8945236031372061,-0.696658288,0.8315333193504316
-1.508263383,0.2218176368712996,0.9932475036027831,-0.68213842,0.8315067110289857
-1.459345222,0.2649792431409246,0.8811203434757416,-0.711878901,0.833659992
-1.379480181,0.25291263982688345,0.6263663500987047,-0.784223528,0.8372471210254673
-1.311200023,0.23628444610703242,0.34729041992581694,-0.900956973,0.8315343235249455
-1.306382979,0.32043479232336963,0.2558873145104131,-1.002936444,0.8315062089417292
-1.309052112,0.3443279018580578,0.4935303363210086,-1.05306127,0.8335816728204876
-1.324283658,0.3222397308334791,0.6056688433647904,-1.02395566,0.8363007615637946
-1.277619073,0.2074087469380225,0.8935982809346649,-1.004986846,0.8305769191306931
-1.246315393,0.12328391581124198,0.8604583767649351,-0.975226682,0.837354559
-1.236623496,0.053065582,0.6032204423800768,-0.950383547,0.8315057068544727
-1.280254565,0.072338927,0.4350052953631251,-0.905583993,0.8334767451384304
-1.262856155,0.19623593774056083,0.4853300348936839,-0.876133915,0.8374298663099015
-1.15881918,0.22469165826591395,0.5931442330452328,-0.828912853,0.8315353276994585
-1.044104249,0.19347341733981546,0.5930365425798381,-0.766186548,0.8315047026799597
-1.074641259,0.19016691494478366,0.5309303198716115,-0.734898129,0.8333939073215316
-1.269153471,0.1101757859054046,0.43209573183164035,-0.810829812,0.8375127041268002
-1.440929481,-0.107589126,0.2791276383463805,-0.930117173,0.8315363318739716
-1.492838512,-0.260258118,0.37484327757884944,-0.998398526,0.8315042005927031
-1.373873722,-0.259753429,0.66266374,-0.987026896,0.8333110695046319
-1.261954913,-0.008441257,0.9831922754677065,-0.987619249,0.8367023997829612
-1.236369518,0.065214089,0.9386504807393667,-1.014047066,0.8293182864010881
-1.282610491,0.004026954,0.512880538,-0.998749949,0.8354568200059398
-1.279690222,-0.038338453,0.2635795664511175,-0.917312689,0.8354271991609549
-1.218746983,-0.094602321,0.46358495666849403,-0.813528208,0.8337834961045835
-1.172262458,-0.069141563,0.8670508175757726,-0.78974682,0.8292344444096772
-1.178791955,-0.224330681,1.178333407,-0.815461688,0.8354573220931963
-1.169944913,-0.12589328,1.198573176802722,-0.821086811,0.8346088617500321
-1.133201564,-0.060211787,1.076348826141068,-0.746161892,0.8322858885950913
-1.083715744,0.20163187209993574,0.8597317351593127,-0.632620775,0.8354261949864419
-1.072817927,0.015207162848111692,0.7609834275081542,-0.600591981,0.8339095098063083
-1.091140797,0.14707266854636955,0.7129779891387185,-0.698746877,0.8291084303789295
-1.114289239,-0.063477465,0.5996842201382664,-0.788720897,0.8354583262677093
-1.125737656,0.023748089,0.5146755171744235,-0.76495132,0.8346706138762863
-1.104283187,-0.144979854,0.7819780998981708,-0.673300235,0.830032198
-1.024621897,-0.119627536,0.8026649019529868,-0.631695765,0.8222469483744028
-0.955872638,-0.263310745,0.5832206744027035,-0.682407302,0.8129540509220826
-0.942222293,-0.428785895,0.29656810440381853,-0.671926038,0.7987636805275996
-0.942501384,-0.592689952,0.1384116107893713,-0.516565899,0.7901912210386708
-0.955431021,-0.611293525,0.052388949644432685,-0.330728578,0.77988218
-0.989578207,-0.5545996,0.052999765,-0.193298863,0.7792661672207933
-1.056806917,-0.607272982,0.20492692422414427,0.11639365623703657,0.7896836509629329
-1.092163814,-0.571984955,0.17516759449491062,0.8937768653488937,0.7759255438071164
-1.073858477,-0.785637597,0.089598602,2.6438481492193904,0.7720833750357595
-1.011405113,-0.9479328,0.043101898074470235,3.885966581908368,0.7655783466875254
-0.931802579,-1.090295857,0.17848008671657747,4.424076161298639,0.7461019190713646
-0.85957108,-0.987829302,0.13980794461931068,4.784330751147528,0.7319185775694524
-0.822669943,-0.905271034,-0.016483346,4.9209924015236295,0.7475714119976413
-0.832117339,-0.934029109,-0.149938097,4.755699915720556,0.7644045597948239
-0.86105846,-1.029151588,-0.089661324,4.598675177841741,0.7844216922844608
-0.871999869,-1.041256911,0.025821147323416317,4.3093061162331345,0.7856271080421521
-0.871689979,-1.094314295,0.10268607080119654,4.2309433442799245,0.789471285
-0.853677948,-1.104505857,0.13020424474797807,4.228697809011326,0.7754661704887705
-0.844319634,-0.975584667,0.1392690648522965,4.690136904,0.7965737499669535
-0.857536417,-0.863093673,0.2195787915635475,5.014478679053092,0.8316061164092646
-0.908446596,-0.781713119,0.21640631864216964,5.301251045337801,0.8850887253836838
-0.979653656,-0.823685722,0.21905810996651556,5.340499094,0.9011055437899484
-1.009256255,-0.858771925,0.28886086619973156,5.094588853268785,0.8912915212220502
-0.98974026,-0.889874327,0.399546091,4.480647584531128,0.8639520271477714
-0.9266022,-0.996887866,0.33222898744059104,3.8995216771837824,0.8124595341279505
-0.841496502,-1.025616725,0.1606542479012972,3.378047325,0.7874093763236186
-0.763450055,-0.976704015,0.043724917,3.269866386811057,0.7828487776088743
-0.73412086,-0.915394918,0.005200715,3.190301062182588,0.8018959545099086
-0.779047403,-0.868663748,0.064274911,3.4050976766858096,0.8175974874537248
-0.84453523,-0.860421604,0.035340922,3.704438320962659,0.8331986108427482
-0.889165625,-0.924188698,0.05944919,4.071876733154712,0.8488825720486703
-0.921678068,-1.074580211,-0.016626576,4.805902690331374,0.8645042793701039
-0.963367819,-1.081001406,0.045980845,5.408233629842991,0.8805612617956987
-1.006406115,-0.936090602,0.19699595599991376,5.9121552255317775,0.8993478758099238
-1.031040516,-0.844617931,0.388913018,5.929353147897125,0.910332171
-1.052630977,-0.854795013,0.416130387,5.981138505076626,0.9135266991845706
-1.078619135,-0.911940938,0.37670719633198646,6.405030237718717,0.9099596521853559
-1.128721419,-0.823444221,0.3453616301420637,6.983111707021721,0.9103080731035875
-1.176842583,-0.884663888,0.46095114943491555,7.185121683885274,0.9132294868892268
-1.203761834,-0.89175377,0.4428253619337482,7.201715968033471,0.9066873070452025
-1.204007282,-0.879261192,0.35476750501494714,7.133945739176757,0.913577406
-1.207098606,-0.816927408,0.30072199331057065,7.218123387,0.9096589256082376
-1.220476494,-0.864081363,0.27814707939624966,7.154531385609206,0.9063348697579399
-1.252318456,-0.951350676,0.34979491397497725,6.888409753943145,0.910239795
-1.284318205,-0.979891744,0.3847792542525767,6.355570200793733,0.9136190756722786
-1.317423421,-0.982932379,0.5036771968252521,5.866771585598924,0.9099596521853559
-1.330534064,-0.995350453,0.774910794,5.6584087076283724,0.9099651748161562
-1.301692449,-0.986459524,0.8356553666186162,5.698956416,0.9101981245489643
-1.259114724,-0.945967626,0.7496706003681416,5.983467499806274,0.9136607456243582
-1.223236131,-0.969587214,0.5739837209608025,6.2030664521338315,0.9097417634251364
-1.231700312,-1.050601435,0.6494150579518221,6.141317385768222,0.9064608837886867
-1.264576189,-1.095946688,0.7761050212812837,6.000605583707382,0.913693379
-1.298610129,-1.034110704,0.6972813340562118,5.783795966401334,0.9097713842701213
-1.333121224,-1.001740392,0.4634252413621099,5.766051094890222,0.9064011400114594
-1.356174898,-0.985826621,0.37599083196542105,5.699554805350432,0.9138806424045807
-1.367738458,-1.110124985,0.6557527243829074,5.752073977119476,0.9137325385086763
-1.375648248,-1.126872717,1.0385364936964696,5.8041317589825105,0.9098130542221989
-1.395204519,-1.110737028,1.235412658585675,5.637226770828232,0.9061807411439785
-1.420385256,-1.06069706,1.0680997110609682,5.538782784,0.9099596521853559
-1.434518917,-0.998536716,0.9834697436809401,5.671560152784109,0.9099717012924485
-1.434120892,-0.991253238,0.9395912180821048,5.904647013,0.9100640781091787
-1.462160298,-0.939478497,0.9901169930809396,5.596383017572225,0.913794792
-1.512515612,-0.921637316,0.9631366285051011,5.290563495373386,0.9099591500980994
-1.552125685,-0.92422544,1.0882953773238624,5.360095298760428,0.9100404816532286
-1.56228147,-0.968581664,1.0268832540255353,5.7217587278375195,0.9138279275199243
-1.548385676,-1.039003608,0.7565507859128829,5.601112918535304,0.909905431
-1.535656473,-1.137616171,0.5113497513230881,5.0246539242939425,0.9061787331239737
-1.550867643,-1.133289893,0.7916993378787518,4.683255425908398,0.9177664894770422
-1.583819335,-1.043906208,1.1707920934660472,4.601540098291763,0.913866585
-1.605794553,-1.001674244,1.2524683941229129,4.6963349590099535,0.9099711992051921
-1.604657814,-1.07284276,1.059553002884724,4.824400272789157,0.9138941977734428
-1.610166189,-1.124733212,0.8648156560113195,4.990702672340437,0.9177910897784832
-1.607482366,-1.079233592,0.9781597372190479,5.171586877,0.9139082549005395
-1.540533694,-1.047696158,0.9880120024545335,5.160072079667514,0.9138801403173241
-1.417048483,-1.140310629,0.936788275,5.049415174694243,0.9138906834916685
-1.341702442,-1.14693888,0.8657161435882363,4.961881296994555,0.9177494198264056
-1.373579468,-1.101808145,0.8003441022373641,4.807500495332456,0.9139494230943828
-1.469565449,-1.005179892,0.7756626991421379,4.741383710934057,0.9119598088980199
-1.557035602,-1.088258157,0.7019863059635751,4.697492370240854,0.9099993137884075
-1.584192246,-1.053056817,0.6533394359812602,5.044652205,0.9176414796208092
-1.558663238,-1.003244954,0.6363179552734572,5.425717624077438,0.9101614751404307
-1.511009278,-0.944471676,0.5219166690098124,5.609192750851228,0.9137807349370461
-1.500612783,-1.004526131,0.5031406726479813,5.387228585225792,0.9176786311165995
-1.536980378,-1.116497318,0.47471558874785563,4.841686379255237,0.9178121757981507
-1.596750393,-1.076515468,0.5531016628581076,4.489406641043114,0.9102443129573293
-1.671687511,-1.011940566,0.7268578264871517,4.4219713,0.9137390649849686
-1.744603234,-0.966773153,1.0285574835087505,4.483769707232283,0.9176369611645219
-1.786388701,-1.025470269,1.1906006743373847,4.390213617977741,0.9140623835145019
-1.791067858,-1.049454595,1.3400139192524239,4.102066005621683,0.9120165404807292
-1.801153989,-1.038565067,1.323337133378214,3.824546104765798,0.9100560453711168
-1.860081044,-1.030226476,1.361344721870691,3.6723184552645596,0.9136853459257982
-1.937921373,-1.088419732,1.2758228308007018,3.556975740828177,0.9175862542998694
-1.96270598,-1.14839088,1.1532310914719746,3.5350710128638854,0.9141156004864157
-1.934045372,-1.142588044,1.0277794592997815,3.537527034022673,0.91019461
-1.91283493,-1.090675714,1.0451178016697817,3.508606452251469,0.9173251896548239
-1.958587374,-1.059322753,1.1767666535327295,3.4719115320232468,0.9178006287783145
-2.035101428,-1.064016193,1.5064165308379722,3.4858865500152874,0.9141542582439754
-2.068667214,-1.002592086,1.5360803733354085,3.6408038030304373,0.9102357781320111
-2.036964561,-1.026818487,1.6005262361668835,3.7311096929901337,0.9136045164579255
-1.99215553,-1.098810503,1.5203781521933317,3.704826749200339,0.9175034164829706
-1.97960449,-1.177603124,1.4277833891996796,3.5974725335862936,0.914195928
-2.000308399,-1.160788542,1.3308043701051038,3.5696416505492143,0.9156875109874882
-2.014754793,-1.153534279,1.241158564,3.6784682188812305,0.9176369611645219
-1.991132986,-1.193429314,1.0833549003211862,3.9065921213841763,0.9142280591482993
-1.915893085,-1.218755479,0.8884505587297271,3.9304106454507712,0.9174532117055747
-1.831877691,-1.165695926,0.7699304954240095,3.4165185167078915,0.9213917736626926
-1.843063601,-1.170447158,0.7775334691485166,2.7721895619921377,0.9181711395617047
-1.954138976,-1.204072621,0.7033218355495815,2.4577957490564697,0.9213586385359334
-2.038575613,-1.211977328,0.5957236605664648,2.6235396513946343,0.9181902175613673
-1.980140402,-1.175731017,0.49435225036082614,2.849395972438679,0.9142878029255266
-1.807069391,-1.041345065,0.5760345452356899,2.9659501630318883,0.917390958
-1.676993557,-1.000638459,0.7505740850540583,3.0769319831383477,0.9213169685838557
-1.671164868,-1.008990956,0.9909395500767869,3.3061797026145454,0.9182323892716804
-1.732358294,-1.112685808,1.0735801382267296,3.3840165215578217,0.9143289707903477
-1.782574299,-1.14548286,1.171376146820809,3.1879064546247866,0.9208339991385809
-1.796097656,-1.10144009,1.1387556397728245,2.8483136224346546,0.9182625122039217
-1.796341683,-1.034904032,0.9370648865163208,2.6261038026254333,0.9143616038298505
-1.806092809,-1.053959542,0.8125137412026587,2.516334508455072,0.9173196673530446
-1.820842461,-1.10033688,0.9040709958648777,2.2321039850550024,0.921256723
-1.805885742,-1.106577301,1.0484260108703907,1.9298929087255146,0.9183061905050254
-1.737215141,-1.043747312,1.0105978351271665,1.9110861584840937,0.9212215799016288
-1.640331709,-0.991687568,0.952231868,2.264866594390199,0.918325268
-1.554226212,-1.012250255,1.0837210045129757,2.517210046713797,0.9144213476070778
-1.548943858,-1.08376667,1.3449899362782078,2.4821386514916113,0.9172579155558134
-1.662411645,-1.111211864,1.4691574214677403,2.3871060095764114,0.9211824200568126
-1.801067276,-1.005992038,1.5111660340954405,2.2439038049710787,0.9183664360404881
-1.82116325,-0.812495562,1.4562864043992625,1.9389931524172412,0.9144625154718989
-1.663158415,-0.765940447,1.3760929320403612,1.5169564274126472,0.920566408
-1.451152551,-0.817034444,1.417493084127718,1.1216915935665404,0.9183965589727294
-1.309911655,-0.786554228,1.4319612564151978,0.8584411814114111,0.9144951485114018
-1.254514224,-0.606956978,1.3624734351312513,0.7384155446938718,0.9171861226714934
-1.252871426,-0.470400392,1.1760614220036902,0.7004910390797483,0.9244030541578006
-1.270175067,-0.462125079,0.9389699113521349,0.628690342,0.9190748248967867
-1.273544535,-0.437290206,0.6150406767690656,0.48795308233370016,0.9145363163762229
