r,g,b,cluster
0.978781,0.909104,0.273185,0
-0.820256,0.508711,-0.636382,1
-1.543083,-0.959398,-0.967133,1
-1.189701,-1.343108,-1.532167,1
0.978781,0.875738,0.245622,0
1.797986,1.559743,1.306784,0
0.529022,0.191733,0.121590,0
1.926488,1.776623,1.334346,0
0.320205,0.575443,1.403253,0
0.496897,0.408613,-0.222942,0
0.223828,0.125001,-0.457225,0
0.529022,0.825689,0.066465,0
-0.595376,-1.760184,-1.353010,1
0.802090,0.658858,0.052684,0
-1.013010,-0.258710,0.700406,0
0.239891,0.108318,-0.581257,0
-0.354434,-0.458906,-0.746632,1
1.187598,1.092618,0.507467,0
0.914530,0.775640,0.162934,0
-0.852381,-0.825933,-0.030004,1
0.529022,0.375246,-0.264286,0
-0.145617,-0.258710,-0.774195,1
-1.109387,-1.243010,-1.394354,1
-1.205764,0.525394,-0.994696,1
0.882404,0.742274,0.121590,0
0.753902,0.658858,0.038903,0
-0.900570,-1.042813,-1.339229,1
-1.494895,-1.693452,-1.697543,1
-1.125449,-0.358808,0.645280,1
0.480834,0.425296,-0.140255,0
0.625399,0.475345,-0.002441,0
1.123347,1.009202,0.410998,0
0.368394,0.291831,-0.346974,0
-1.767963,-2.110528,0.879563,1
0.850279,0.725590,0.066465,0
-1.189701,-0.358808,0.741750,1
0.593274,0.458662,-0.154036,0
0.529022,0.492028,0.038903,0
-1.719774,-1.910332,-1.614855,1
-1.735837,-1.960381,-1.642418,1
-0.113491,-0.208660,-0.760414,1
-1.880402,-2.060479,-1.601074,1
0.561148,0.658858,1.417034,0
-0.788130,-0.976081,-1.104947,1
-0.193805,0.291831,1.196533,0
-0.964821,-0.008464,1.072501,0
0.818153,0.792323,0.066465,0
0.882404,1.359546,0.741750,0
-0.498999,0.125001,1.293002,0
1.075158,0.959153,0.355873,0
-0.033177,0.358563,1.375690,0
1.155473,1.042568,0.507467,0
-0.756004,-0.859299,-1.256541,1
-0.290182,-0.375491,0.576374,0
0.914530,0.775640,0.162934,0
0.721776,0.525394,-0.085129,0
0.930593,0.859055,0.259404,0
0.914530,0.792323,0.121590,0
0.223828,0.141684,-0.471006,0
-1.703711,-1.876965,-1.559730,1
0.448708,0.408613,-0.098911,0
0.834216,0.758957,0.176716,0
0.850279,0.708907,0.107809,0
-0.225931,-0.342125,-0.925789,1
-0.033177,0.508711,1.224096,0
-1.976779,-2.210626,-1.697543,1
0.416582,0.341880,-0.402099,0
-0.884507,-1.026130,-1.325448,1
0.255954,0.191733,-0.388318,0
0.753902,0.608809,0.011340,0
-0.450811,0.175050,1.348127,0
0.191703,0.125001,-0.443443,0
0.593274,0.441979,-0.126473,0
-1.205764,-1.376474,-1.504605,1
-1.029072,-0.842616,0.149153,1
0.031074,-0.041830,-0.663944,0
1.123347,-0.408857,0.590155,0
1.075158,0.992519,0.286966,0
0.464771,0.358563,-0.209161,0
-0.788130,-0.759201,0.107809,1
-1.125449,-0.675786,0.176716,1
0.368394,0.959153,1.816692,0
-1.157575,-1.259693,-1.394354,1
0.866342,0.725590,0.107809,0
0.689650,0.542077,-0.126473,0
0.368394,0.241782,-0.471006,0
0.850279,0.725590,0.066465,0
0.529022,1.059251,1.802911,0
0.031074,0.008219,-0.539913,0
0.802090,0.692224,-0.002441,0
0.994844,0.875738,0.300748,0
0.368394,0.241782,-0.443443,0
-0.225931,-0.275393,-0.856883,1
1.830112,1.626475,1.430815,0
-1.253952,-1.409840,-1.063603,1
-0.097428,0.391929,1.389471,0
-0.547188,1.025885,0.907125,0
1.155473,1.059251,0.479905,0
1.139410,1.042568,0.521249,0
0.336268,1.109301,0.259404,0
0.191703,0.091635,-0.484787,0
-0.418685,0.024902,-0.636382,1
0.625399,0.508711,-0.140255,0
1.235787,1.142667,0.548811,0
-1.318203,-1.543304,-1.573511,1
-1.077261,-1.293059,-1.463261,1
0.753902,0.608809,0.011340,0
0.529022,0.458662,-0.071348,0
-1.189701,-1.309742,-1.173853,1
-1.414580,-1.610037,-1.559730,1
-0.241994,0.191733,1.100064,0
-1.125449,-1.309742,-1.146291,1
0.368394,0.225099,-0.429662,0
0.223828,0.158367,-0.415881,0
0.127451,0.675541,1.348127,0
0.047137,2.043551,1.816692,0
-1.462769,-1.610037,-1.601074,1
0.850279,0.725590,0.066465,0
-0.290182,-0.041830,-0.291849,0
0.095326,0.024902,-0.471006,0
-0.675690,-1.526621,1.816692,1
-0.097428,0.358563,1.306784,0
1.283975,1.192716,0.645280,0
0.480834,0.742274,1.541066,0
0.978781,0.875738,0.245622,0
0.480834,0.959153,1.472159,0
-1.093324,-1.259693,-1.408135,1
0.866342,0.725590,0.121590,0
0.882404,0.775640,0.162934,0
0.753902,0.925787,1.541066,0
1.717672,1.426279,-0.567475,0
1.026970,0.909104,0.314529,0
-1.976779,-2.210626,0.824438,1
-1.591272,-1.993747,0.383435,1
1.830112,1.142667,0.590155,0
-1.382455,-1.543304,-1.614855,1
-0.274119,0.325197,1.127626,0
0.769965,0.642175,-0.002441,0
-0.402622,-0.442223,0.493686,0
1.155473,-0.191977,-0.760414,0
0.529022,0.458662,-0.071348,0
0.063200,-0.108562,-0.719070,0
-1.751900,-1.943698,-1.669980,1
-0.450811,-0.692469,-0.705288,1
0.609336,0.475345,-0.140255,0
-1.109387,-0.825933,1.293002,1
0.753902,0.608809,0.011340,0
1.701609,1.376229,-0.429662,0
0.223828,0.091635,-0.567475,0
0.721776,0.592126,-0.043785,0
0.609336,-0.759201,0.576374,0
1.910426,1.659841,1.444597,0
0.255954,0.108318,-0.443443,0
0.914530,0.775640,0.162934,0
0.223828,0.074951,-0.374537,0
0.946656,0.842372,0.121590,0
1.010907,0.959153,0.521249,0
0.834216,0.725590,0.121590,0
0.448708,-0.175294,-0.305630,0
0.159577,-0.191977,0.135372,0
-0.691753,-1.359791,1.086283,1
0.850279,0.708907,0.107809,0
-1.767963,-1.977064,-1.559730,1
-1.157575,-1.259693,-1.408135,1
-0.322308,0.425296,1.403253,0
0.834216,0.692224,0.080247,0
0.207766,0.608809,1.361909,0
0.834216,0.725590,0.038903,0
0.545085,0.725590,1.430815,0
-1.382455,-0.809250,0.162934,1
-0.258057,-0.458906,-0.925789,1
-1.029072,-1.776867,1.554847,1
0.047137,0.008219,-0.484787,0
-1.832214,-1.977064,-1.628637,1
-0.065303,-0.141928,-0.677726,0
1.219724,1.109301,1.044939,0
-1.093324,-1.226326,-1.380573,1
0.207766,0.074951,-0.512350,0
1.235787,0.358563,-1.036040,0
1.283975,1.409596,1.789130,0
0.079263,0.508711,1.320565,0
-1.928591,-2.143894,-1.697543,1
1.990740,1.776623,1.361909,0
1.219724,1.125984,0.535030,0
-0.563250,-0.725835,-1.242760,1
0.769965,0.658858,-0.016223,0
0.272017,0.141684,-0.526131,0
0.561148,0.425296,-0.264286,0
1.219724,1.125984,0.535030,0
0.641462,0.558760,0.052684,0
0.512959,0.475345,0.025121,0
1.091221,0.975836,0.452342,0
0.031074,-0.091879,0.052684,0
0.191703,0.125001,-0.457225,0
0.802090,0.675541,0.025121,0
-0.707816,-1.426523,1.155189,1
1.219724,1.109301,0.562593,0
0.545085,0.775640,1.527285,0
1.203661,1.242765,1.747786,0
-0.788130,-0.959398,-0.939571,1
1.171535,1.092618,0.479905,0
0.802090,0.692224,0.011340,0
1.717672,1.376229,-0.663944,0
-0.884507,-0.208660,0.755531,0
-1.173638,-1.359791,-1.518386,1
0.914530,0.792323,0.314529,0
0.753902,0.608809,0.011340,0
-1.077261,-0.559004,0.342092,1
0.625399,0.492028,-0.126473,0
-1.944654,-2.210626,0.838219,1
-1.960717,-2.193943,-1.601074,1
0.223828,0.091635,-0.595038,0
1.283975,1.192716,0.645280,0
0.786027,0.725590,0.011340,0
-1.928591,-2.127211,-1.628637,1
0.512959,0.492028,-0.002441,0
0.255954,0.175050,-0.305630,0
0.802090,0.675541,0.025121,0
0.657525,0.558760,0.038903,0
0.416582,0.942470,1.789130,0
-0.900570,-1.042813,-1.339229,1
1.235787,1.142667,0.548811,0
-1.125449,-1.209643,-1.311666,1
-1.623397,-1.826916,-1.518386,1
0.641462,-0.742518,0.314529,0
-1.832214,0.975836,1.747786,0
-1.960717,-2.127211,-1.697543,1
1.187598,1.075935,0.535030,0
0.480834,0.658858,1.375690,0
0.625399,0.458662,-0.154036,0
-1.318203,-1.526621,-1.545949,1
0.673588,0.575443,-0.057567,0
-1.205764,-1.376474,-1.201416,1
0.593274,0.558760,0.011340,0
1.171535,1.092618,0.479905,0
0.625399,0.508711,-0.140255,0
-1.976779,-2.177260,-1.697543,1
-1.800088,-1.977064,-1.642418,1
-1.061198,-1.793550,1.513503,1
1.203661,1.342863,1.348127,0
-0.306245,-0.458906,-1.049821,1
-1.816151,-2.010430,-1.697543,1
1.171535,1.259448,1.306784,0
-1.045135,-1.142911,-1.380573,1
-0.225931,0.275148,1.155189,0
-0.274119,-0.358808,-0.843102,1
0.529022,0.375246,-0.264286,0
0.625399,0.525394,-0.098911,0
-1.719774,-1.960381,-1.683762,1
-0.980884,-1.092862,-1.311666,1
0.609336,0.492028,-0.154036,0
0.127451,0.992519,0.107809,0
1.187598,1.092618,0.507467,0
-0.531125,-0.709152,-1.201416,1
-0.113491,0.391929,1.334346,0
0.850279,0.708907,0.094028,0
1.267912,1.359546,1.802911,0
0.047137,-0.008464,-0.443443,0
1.171535,1.059251,0.535030,0
0.737839,0.875738,1.568629,0
-1.077261,-1.226326,-1.435698,1
-1.141512,-1.293059,-1.408135,1
-0.241994,-0.442223,-0.912008,1
-0.563250,-0.725835,-1.160072,1
-1.125449,-1.176277,-1.297885,1
1.075158,0.942470,0.521249,0
-1.334266,-0.458906,0.355873,1
-1.221826,-1.409840,-1.311666,1
1.171535,1.075935,0.493686,0
-1.125449,-1.226326,-1.380573,1
-0.434748,-1.943698,-1.642418,1
1.043033,0.925787,0.342092,0
-0.065303,0.358563,1.293002,0
-0.145617,0.358563,1.417034,0
-1.141512,-1.293059,-1.477042,1
1.203661,1.092618,0.548811,0
0.448708,0.391929,-0.167817,0
1.219724,1.109301,0.493686,0
-1.382455,-1.559987,-1.573511,1
1.155473,-0.025147,1.003595,0
-1.960717,-2.193943,-1.683762,1
-1.767963,-1.977064,-1.697543,1
-1.205764,-0.141928,-0.154036,1
-0.852381,-0.659103,0.286966,1
0.545085,0.458662,-0.181598,0
-0.659627,-0.625737,0.135372,1
1.187598,1.075935,0.548811,0
0.753902,0.158367,0.025121,0
0.802090,0.792323,1.623754,0
0.625399,0.492028,-0.126473,0
0.898467,0.658858,0.218060,0
0.946656,0.825689,0.149153,0
1.235787,1.125984,0.576374,0
-0.739941,-0.926032,-1.049821,1
0.866342,0.725590,0.121590,0
0.673588,0.842372,1.554847,0
0.609336,0.842372,1.582410,0
0.866342,0.775640,0.135372,0
1.171535,1.092618,0.479905,0
1.573106,0.325197,-0.539913,0
0.769965,0.658858,-0.030004,0
0.625399,0.542077,-0.112692,0
-1.607334,-1.543304,-1.435698,1
0.207766,0.108318,-0.471006,0
0.015012,0.458662,1.251658,0
1.171535,1.109301,0.507467,0
-0.049240,-0.041830,-0.319412,0
0.930593,0.825689,0.121590,0
0.448708,0.592126,1.389471,0
0.191703,0.058268,-0.622601,0
0.368394,-0.275393,-0.360756,0
-0.820256,-0.842616,-0.016223,1
-0.707816,-0.842616,-1.104947,1
-1.125449,-1.226326,-1.380573,1
-1.109387,-1.326425,-1.077384,1
0.529022,0.492028,0.038903,0
0.432645,0.408613,-0.154036,0
-0.193805,-0.325442,-0.140255,0
-0.466873,0.241782,1.334346,0
-1.543083,-1.610037,-1.297885,1
-0.691753,-0.308759,0.920907,0
-0.515062,0.091635,1.320565,0
1.043033,-0.692469,-0.085129,0
0.191703,0.008219,-0.429662,0
-1.141512,-1.293059,-1.380573,1
-0.434748,0.241782,1.293002,0
-0.274119,-0.125245,1.444597,0
0.545085,0.492028,-0.002441,0
-1.639460,-1.860282,-1.518386,1
0.625399,0.525394,-0.098911,0
0.930593,0.825689,0.204278,0
2.022865,2.043551,0.783094,0
0.818153,0.642175,0.038903,0
0.657525,0.525394,-0.181598,0
-0.643564,-0.191977,0.852000,0
-1.687649,-1.927015,-1.656199,1
-1.045135,-0.091879,-1.118728,1
-1.157575,-1.259693,-1.394354,1
-0.338371,0.091635,1.017376,0
0.673588,0.508711,-0.126473,0
1.187598,1.075935,0.535030,0
-1.655523,-1.810233,-1.669980,1
-0.001051,0.475345,1.403253,0
0.625399,0.508711,-0.154036,0
0.320205,0.258465,-0.415881,0
0.545085,0.492028,-0.002441,0
-1.157575,-1.309742,-1.421917,1
-1.784026,-1.993747,-1.697543,1
0.577211,0.525394,-0.112692,0
-1.125449,-1.526621,0.907125,1
0.882404,0.792323,0.121590,0
0.657525,0.825689,1.541066,0
1.283975,1.192716,0.645280,0
-1.189701,-1.326425,-1.463261,1
-0.852381,-1.259693,1.306784,1
-1.880402,-2.093845,-1.545949,1
-0.418685,-0.542321,-0.870664,1
-0.049240,0.458662,1.251658,0
-1.494895,-1.977064,0.107809,1
-0.450811,0.091635,1.072501,0
-1.205764,-0.525638,0.562593,1
0.705713,0.592126,-0.071348,0
0.753902,0.592126,-0.057567,0
-0.145617,0.308514,1.389471,0
-0.081365,0.408613,1.320565,0
0.609336,0.475345,-0.140255,0
-1.687649,-1.142911,-1.049821,1
-1.382455,-2.210626,-1.697543,1
1.155473,1.059251,0.479905,0
0.850279,0.725590,0.176716,0
-0.434748,0.091635,0.920907,0
-1.848277,-2.177260,-1.697543,1
1.187598,1.075935,0.548811,0
0.095326,0.024902,-0.388318,0
-1.205764,-1.409840,-1.049821,1
1.219724,1.125984,0.535030,0
-0.916633,-0.759201,0.121590,1
-1.205764,-1.376474,-1.504605,1
0.818153,0.708907,0.838219,0
1.171535,1.092618,0.479905,0
-0.868444,0.325197,-0.057567,0
-0.884507,-1.009447,-1.339229,1
0.898467,0.825689,0.231841,0
-0.274119,0.375246,1.293002,0
-1.591272,-1.743501,-1.477042,1
-0.852381,-1.042813,-1.284104,1
0.095326,0.375246,-0.967133,0
-1.992842,-2.177260,-1.697543,1
1.749797,1.476328,1.320565,0
1.171535,1.075935,0.493686,0
1.187598,1.075935,0.535030,0
0.673588,0.642175,0.576374,0
0.962719,0.842372,0.273185,0
-1.157575,-0.592371,0.286966,1
0.962719,0.875738,0.218060,0
2.087117,-0.275393,1.734004,0
0.834216,0.675541,0.025121,0
-0.017114,0.475345,1.320565,0
0.015012,-0.091879,-0.388318,0
1.123347,1.025885,0.452342,0
1.219724,1.125984,0.535030,0
0.641462,0.508711,-0.195380,0
-1.928591,-2.143894,-1.697543,1
1.219724,1.125984,0.535030,0
-1.157575,-0.308759,0.783094,1
0.786027,0.625492,0.080247,0
1.300038,1.209399,0.659062,0
1.171535,1.059251,0.535030,0
-0.017114,0.692224,-1.146291,0
-0.466873,-1.710135,-1.545949,1
0.802090,0.675541,0.025121,0
-1.157575,-1.309742,-1.490823,1
0.802090,0.658858,0.052684,0
0.786027,0.675541,-0.002441,0
-1.735837,0.792323,-1.449479,1
1.171535,1.059251,0.535030,0
-1.125449,-1.276376,-1.394354,1
-1.093324,-1.243010,-1.449479,1
0.721776,0.625492,0.452342,0
0.063200,-0.058513,0.080247,0
-0.900570,-1.042813,-1.339229,1
-1.350329,-1.459889,-1.559730,1
-1.960717,-2.193943,-1.697543,1
-1.125449,-1.276376,-1.366792,1
-0.450811,0.291831,1.375690,0
0.223828,0.692224,1.568629,0
0.288080,0.225099,-0.305630,0
0.239891,0.859055,1.720223,0
-1.398518,-0.992764,-1.049821,1
0.625399,0.508711,-0.140255,0
-0.129554,0.425296,1.100064,0
-0.948758,-1.092862,-1.380573,1
0.272017,0.675541,1.554847,0
0.609336,0.492028,-0.154036,0
0.641462,0.508711,-0.112692,0
-1.478832,-1.676769,-1.614855,1
0.753902,0.642175,-0.030004,0
-1.173638,-1.409840,-1.187634,1
-1.543083,-1.159594,-1.160072,1
1.235787,1.142667,0.548811,0
0.015012,-0.725835,-1.325448,1
-1.559146,-1.693452,-1.628637,1
-0.322308,-0.408857,-0.884446,1
2.087117,2.043551,1.816692,0
-0.145617,0.408613,1.417034,0
-0.241994,0.458662,-1.339229,1
0.689650,0.608809,-0.057567,0
0.689650,0.575443,-0.098911,0
-0.900570,-1.026130,-1.353010,1
0.721776,0.608809,-0.071348,0
0.850279,0.708907,0.107809,0
-1.093324,-0.892665,0.286966,1
-0.932695,-0.792567,0.314529,1
1.171535,1.059251,0.521249,0
0.111389,0.058268,-0.402099,0
1.846174,1.893404,1.761567,0
-0.659627,-0.859299,-0.870664,1
-1.125449,-1.226326,-1.380573,1
-1.029072,-0.525638,0.410998,1
1.219724,1.109301,0.562593,0
0.786027,0.658858,0.011340,0
0.737839,0.625492,0.176716,0
0.079263,0.642175,1.334346,0
-1.944654,-2.177260,-1.683762,1
-0.065303,0.391929,1.389471,0
-0.515062,1.092618,0.989813,0
-0.290182,-0.442223,-1.036040,1
0.561148,0.508711,0.011340,0
0.641462,0.525394,-0.126473,0
1.669483,1.242765,1.072501,0
0.753902,0.608809,0.011340,0
-0.595376,-0.759201,-1.270322,1
0.641462,0.525394,-0.140255,0
-0.177742,0.275148,1.265440,0
0.368394,0.108318,1.472159,0
0.464771,0.425296,-0.085129,0
1.283975,1.192716,0.645280,0
0.914530,0.775640,0.162934,0
0.512959,0.992519,1.720223,0
-0.161680,0.258465,1.293002,0
0.577211,0.441979,-0.071348,0
0.786027,0.692224,0.066465,0
-0.161680,0.625492,1.485941,0
1.412478,1.543060,1.485941,0
1.026970,1.226082,1.816692,0
-1.430643,-1.243010,-1.228978,1
-0.017114,-2.210626,0.025121,1
0.255954,0.125001,-0.567475,0
0.063200,-0.058513,0.824438,0
-0.772067,-0.942715,-1.339229,1
-0.065303,0.308514,1.361909,0
-0.707816,-0.742518,0.107809,1
0.320205,0.191733,-0.484787,0
0.850279,0.708907,0.094028,0
0.850279,0.725590,0.066465,0
0.834216,0.708907,0.052684,0
0.802090,0.758957,0.066465,0
-0.129554,0.408613,1.182752,0
-0.129554,-0.275393,-0.898227,1
-1.157575,-1.276376,-1.463261,1
-1.189701,-1.326425,-1.463261,1
-0.193805,-0.308759,-0.677726,1
-0.370496,0.258465,1.403253,0
-1.013010,-0.725835,0.218060,1
0.850279,0.725590,0.066465,0
0.898467,0.809006,0.135372,0
-1.703711,-1.876965,-1.545949,1
0.898467,0.775640,0.204278,0
-0.450811,0.024902,1.168970,0
0.818153,0.658858,-0.002441,0
0.625399,0.492028,-0.126473,0
-1.767963,-0.125245,-1.601074,1
-0.547188,0.041585,1.320565,0
-1.928591,-2.177260,-1.697543,1
-1.318203,-1.526621,-1.559730,1
0.336268,-0.342125,-1.063603,1
0.721776,0.809006,1.513503,0
-0.996947,-1.142911,-1.421917,1
-1.671586,-1.943698,-0.209161,1
-1.912528,-2.127211,-1.683762,1
-0.916633,-0.875982,0.066465,1
0.400520,0.341880,-0.222942,0
-1.543083,-1.793550,-1.683762,1
0.673588,0.508711,-0.126473,0
-1.173638,-0.559004,0.383435,1
1.171535,1.075935,0.493686,0
0.946656,0.875738,0.245622,0
-1.270015,-0.442223,0.507467,1
0.272017,0.775640,1.458378,0
-0.788130,-0.892665,-1.284104,1
0.512959,0.475345,0.038903,0
0.496897,0.391929,-0.043785,0
0.834216,0.692224,0.824438,0
0.769965,0.909104,1.609972,0
0.737839,0.708907,0.038903,0
-1.093324,-0.292076,0.700406,1
0.095326,0.525394,1.334346,0
0.641462,0.525394,-0.126473,0
-1.510957,-1.710135,-1.669980,1
0.753902,0.625492,-0.016223,0
0.320205,0.141684,-0.429662,0
0.962719,0.792323,0.162934,0
1.219724,1.125984,0.535030,0
0.207766,0.875738,1.789130,0
-0.772067,-0.809250,0.052684,1
-1.607334,-1.743501,-1.518386,1
-0.756004,-0.825933,0.066465,1
-1.960717,-1.843599,0.383435,1
0.384457,0.341880,1.210314,0
-1.671586,-1.893649,-1.683762,1
0.223828,0.191733,-0.415881,0
0.272017,0.141684,-0.526131,0
-0.386559,0.241782,1.389471,0
-1.751900,-2.093845,0.893344,1
-0.916633,-1.059496,-1.353010,1
-1.832214,-2.060479,-1.697543,1
-1.494895,-1.643403,-1.628637,1
-0.322308,-0.408857,0.548811,0
-1.093324,-0.191977,0.865781,0
0.898467,0.775640,0.107809,0
0.850279,0.708907,0.107809,0
-1.061198,-0.225343,0.852000,0
-0.386559,1.559743,1.706442,0
0.384457,0.325197,-0.236724,0
-0.001051,-0.008464,-0.498569,0
0.737839,0.642175,0.025121,0
0.786027,0.742274,0.121590,0
1.203661,1.092618,0.548811,0
1.107284,0.992519,0.383435,0
0.207766,0.408613,-1.449479,0
-0.225931,0.325197,1.265440,0
0.673588,0.525394,-0.140255,0
-1.093324,-0.592371,0.355873,1
0.480834,0.992519,1.802911,0
-0.466873,0.125001,1.210314,0
-1.494895,-1.676769,-1.587293,1
0.593274,0.458662,-0.043785,0
0.432645,0.375246,-0.181598,0
0.866342,0.742274,0.080247,0
0.753902,0.909104,1.513503,0
0.818153,0.675541,0.066465,0
0.866342,0.742274,0.080247,0
-0.017114,0.525394,1.279221,0
-0.434748,0.225099,1.306784,0
-1.334266,-1.509938,-1.532167,1
-1.205764,-1.343108,-1.477042,1
-1.109387,-0.375491,0.466123,1
0.432645,0.291831,-0.374537,0
-0.290182,0.241782,1.361909,0
0.031074,0.008219,-0.539913,0
-1.559146,-1.443206,-1.380573,1
-0.209868,0.308514,1.100064,0
0.127451,0.008219,0.879563,0
0.593274,0.658858,0.080247,0
-1.109387,-0.292076,0.659062,1
-0.418685,0.208416,1.361909,0
-1.767963,-1.993747,-1.656199,1
-2.008905,-2.210626,0.645280,1
-0.322308,-0.408857,-0.898227,1
0.769965,0.658858,-0.016223,0
0.962719,0.842372,0.162934,0
-1.880402,-2.093845,-1.656199,1
-0.145617,0.325197,1.224096,0
1.123347,0.975836,0.452342,0
-1.976779,-2.210626,-1.697543,1
-0.129554,0.341880,1.155189,0
-1.045135,-0.442223,0.424779,1
1.974677,1.960136,1.747786,0
-1.687649,-1.876965,-1.642418,1
-1.157575,-1.326425,-0.967133,1
-0.466873,-0.642420,-0.870664,1
-1.205764,-1.376474,-1.559730,1
-0.290182,0.024902,0.838219,0
1.171535,1.092618,0.479905,0
0.432645,0.341880,0.466123,0
0.047137,-0.075196,0.066465,0
0.625399,0.525394,-0.098911,0
-0.964821,-0.809250,-1.077384,1
-1.751900,-1.977064,-1.656199,1
0.898467,0.775640,0.204278,0
-1.141512,-1.293059,-1.408135,1
0.898467,0.708907,0.231841,0
-0.370496,1.209399,1.058720,0
0.914530,0.775640,0.162934,0
0.994844,0.892421,0.176716,0
-0.322308,-0.392174,-0.912008,1
0.545085,0.675541,1.403253,0
0.657525,0.542077,-0.126473,0
-2.008905,-2.210626,-1.697543,1
-0.756004,-0.775884,-0.002441,1
-1.173638,-1.326425,-1.435698,1
0.753902,0.892421,1.596191,0
-1.446706,-1.693452,-1.601074,1
-1.045135,-1.209643,-1.421917,1
-2.008905,-2.193943,-1.683762,1
0.127451,0.008219,1.706442,0
-0.739941,-2.210626,-1.697543,1
0.255954,0.191733,-0.388318,0
0.737839,0.608809,-0.030004,0
-1.334266,-1.459889,-1.518386,1
1.187598,1.075935,0.535030,0
0.930593,0.892421,0.245622,0
-1.173638,-1.309742,-1.449479,1
0.368394,0.959153,1.816692,0
0.464771,0.408613,0.162934,0
-1.205764,-0.709152,0.204278,1
-1.527020,-1.643403,-1.628637,1
0.769965,0.909104,1.609972,0
0.175640,0.108318,-0.457225,0
-1.157575,-1.276376,-1.463261,1
-0.691753,2.010185,1.430815,0
-0.161680,1.609792,1.554847,0
-0.515062,-0.075196,0.976032,0
-0.258057,0.341880,1.141408,0
-1.976779,-2.210626,-1.697543,1
0.512959,0.475345,-0.057567,0
-1.109387,-1.276376,-0.925789,1
0.866342,0.758957,0.149153,0
-0.322308,-0.408857,-0.884446,1
0.737839,0.625492,-0.043785,0
1.139410,1.042568,0.466123,0
0.207766,0.108318,-0.471006,0
0.737839,0.658858,0.066465,0
-1.157575,-1.309742,-1.421917,1
0.625399,0.458662,-0.154036,0
-1.912528,-2.093845,-1.628637,1
1.958614,1.943453,1.734004,0
0.175640,0.108318,-0.457225,0
-0.418685,0.308514,1.348127,0
0.882404,0.725590,0.162934,0
0.802090,0.658858,0.052684,0
0.962719,0.842372,0.259404,0
-0.563250,-0.008464,-0.030004,0
-0.675690,-0.825933,-1.215197,1
