NPHI,RHOB,,,
0.876082239,-1.165668992,,,
1.097412437,-1.22623932,,,
1.151231008,-1.281528243,,,
1.003624732,-1.341180746,,,
0.812808337,-1.350874538,,,
0.789641448,-1.301023389,,,
0.962128665,-1.220311124,,,
0.969220806,-1.163191763,,,
0.899056014,-1.131910353,,,
0.795475562,-1.107011077,,,
0.946509941,-1.089109924,,,
1.161729414,-1.104873116,,,
1.122930955,-1.149790183,,,
0.813219402,-1.218269827,,,
0.645288145,-1.270881087,,,
0.68216231,-1.294378749,,,
0.919226844,-1.281174759,,,
1.000926267,-1.261964864,,,
0.914967193,-1.258160413,,,
0.636213905,-1.253851324,,,
0.221411453,-1.234532919,,,
0.065112455,-1.216357414,,,
0.442732873,-1.192004948,,,
0.959495285,-1.161927088,,,
1.111764142,-1.129898434,,,
0.788137639,-1.12621339,,,
0.640190094,-1.155842051,,,
0.915958028,-1.197137095,,,
1.080077521,-1.211341832,,,
0.930634302,-1.184426845,,,
0.630322414,-1.121766414,,,
0.444181873,-1.068278552,,,
0.557924816,-1.064336215,,,
0.781416312,-1.091233195,,,
0.974817701,-1.100159369,,,
1.009854922,-1.079423713,,,
0.985436857,-1.058374376,,,
1.139881356,-1.040674131,,,
1.320496937,-1.036267905,,,
1.381462885,-1.047359521,,,
1.17528511,-1.07963931,,,
0.846739112,-1.089166785,,,
0.670703041,-1.041338927,,,
0.733773552,-0.935000043,,,
0.986963789,-0.846737159,,,
1.282170346,-0.881152064,,,
1.373648385,-0.985844358,,,
1.332488877,-1.099051534,,,
1.331256969,-1.150488148,,,
1.376858967,-1.161060911,,,
1.247050911,-1.14290578,,,
0.991856308,-1.09560957,,,
0.848535804,-1.059562763,,,
0.947014351,-1.046172555,,,
0.938555422,-1.0396767,,,
0.989984254,-1.022880539,,,
1.097636809,-1.00917286,,,
1.150761281,-1.005497766,,,
0.985701479,-1.02134625,,,
0.72899065,-1.051407052,,,
0.715079126,-1.069724235,,,
0.860863874,-1.076473593,,,
1.127577693,-1.077148339,,,
1.322319322,-1.097549465,,,
1.231538379,-1.110011423,,,
1.011018748,-1.086496703,,,
0.913572999,-1.031628076,,,
0.978036418,-0.984756898,,,
0.895563253,-0.968257835,,,
0.718096166,-0.96835971,,,
0.805400191,-0.975962926,,,
1.053321099,-0.998722821,,,
1.107022346,-1.052913859,,,
1.044928969,-1.143616538,,,
1.057434739,-1.284503002,,,
1.154052791,-1.439265833,,,
1.086619863,-1.513919596,,,
0.869058609,-1.430725364,,,
0.825397176,-1.261243208,,,
0.866109652,-1.14445855,,,
0.83493001,-1.087604064,,,
0.69739609,-1.046516562,,,
0.552423407,-1.004126003,,,
0.424108028,-0.985549631,,,
0.40000918,-0.994321333,,,
0.415551472,-0.994354975,,,
0.560815966,-0.967400186,,,
0.719399153,-0.925985735,,,
0.879526614,-0.896230086,,,
1.154083621,-0.895906928,,,
1.342794169,-0.912126427,,,
1.393968655,-0.908877789,,,
1.150095015,-0.888877057,,,
0.826516469,-0.882678773,,,
0.786775132,-0.875256563,,,
0.887297866,-0.828463095,,,
0.779158457,-0.735880697,,,
0.477892129,-0.65796645,,,
0.302351477,-0.6547941,,,
0.454219974,-0.701126997,,,
0.668213962,-0.753489965,,,
0.697833273,-0.77709661,,,
0.622915552,-0.768884511,,,
0.602091943,-0.762925989,,,
0.636723881,-0.781818886,,,
0.64959918,-0.83108674,,,
0.638986447,-0.89487775,,,
0.658356559,-0.949486714,,,
0.758427551,-0.965673044,,,
0.797201174,-0.928990347,,,
0.744177756,-0.86417774,,,
0.536970608,-0.823502951,,,
0.379276561,-0.827603078,,,
0.413402163,-0.859989006,,,
0.517237175,-0.896489276,,,
0.602749431,-0.922766475,,,
0.645100597,-0.933664766,,,
0.780028542,-0.919090434,,,
0.898471531,-0.902314649,,,
0.797689741,-0.902373405,,,
0.606429312,-0.931441514,,,
0.450519327,-0.949320397,,,
0.516701935,-0.915603929,,,
0.610423913,-0.848600293,,,
0.567469639,-0.803945732,,,
0.456582737,-0.815284219,,,
0.488532481,-0.850679023,,,
0.553381487,-0.883058317,,,
0.541635972,-0.918423269,,,
0.609753579,-0.977236604,,,
0.939558247,-1.056184293,,,
1.285490545,-1.122329808,,,
1.52066761,-1.13983957,,,
1.556823697,-1.10688314,,,
1.409300062,-1.046471547,,,
1.178228501,-0.999281003,,,
0.859276996,-0.990718737,,,
0.626334235,-1.005053779,,,
0.565062345,-1.030487546,,,
0.636578725,-1.031991036,,,
0.714329363,-1.00856682,,,
0.745681137,-0.971611191,,,
0.749945928,-0.953761213,,,
0.904776656,-0.958895255,,,
0.905606919,-0.975891376,,,
0.725666168,-0.985008507,,,
0.601809122,-0.988792109,,,
0.490702558,-0.984521874,,,
0.578040624,-0.985252534,,,
0.584792352,-0.984741736,,,
0.623085973,-0.966043586,,,
0.621001107,-0.941361328,,,
0.672185869,-0.925789566,,,
0.743006651,-0.913309128,,,
0.841645342,-0.891350021,,,
0.889563001,-0.870530022,,,
0.840840341,-0.884945143,,,
0.714778535,-0.917074251,,,
0.642271106,-0.965779184,,,
0.920232667,-1.03030038,,,
1.286164947,-1.102357981,,,
1.370391986,-1.161108295,,,
1.112093421,-1.169593324,,,
0.824523237,-1.150913181,,,
0.912783414,-1.099634356,,,
0.992105088,-1.046084895,,,
0.862960729,-0.988604943,,,
0.492656183,-0.942180595,,,
0.29951385,-0.907463854,,,
0.402361666,-0.889385486,,,
0.454959033,-0.881310327,,,
0.339616367,-0.859498583,,,
0.307045316,-0.831089583,,,
0.454051266,-0.786159249,,,
0.553575886,-0.765344462,,,
0.4743315,-0.778071296,,,
0.47293431,-0.835733202,,,
0.523895343,-0.923439326,,,
0.539433139,-0.993276044,,,
0.479684969,-1.044042176,,,
0.622399153,-1.065909359,,,
0.784905219,-1.059492635,,,
0.748047325,-1.035532033,,,
0.594362225,-0.978919679,,,
0.384179572,-0.909939661,,,
0.289691558,-0.838857221,,,
0.317759745,-0.785939387,,,
0.438414559,-0.738881043,,,
0.609863196,-0.70005849,,,
0.607936333,-0.682402312,,,
0.511465363,-0.705378751,,,
0.381283711,-0.723543832,,,
0.403042919,-0.727272469,,,
0.60012483,-0.721621469,,,
0.704249727,-0.724167878,,,
0.653242236,-0.732246828,,,
0.547494491,-0.737172855,,,
0.774213269,-0.757620417,,,
1.212488982,-0.790027194,,,
1.343994819,-0.821871999,,,
1.308142748,-0.848024578,,,
1.082060905,-0.859508533,,,
0.899963352,-0.871473435,,,
0.598247423,-0.867132598,,,
0.49420431,-0.839466577,,,
0.727124589,-0.7819255,,,
0.925727652,-0.728269899,,,
0.866588799,-0.703925962,,,
0.643175019,-0.693616653,,,
0.520910204,-0.685697387,,,
0.617474091,-0.68981315,,,
